Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category,id,likes,geometry,nearest_geom,nearest_block
Jamaica Hills,40.71145964370482,-73.79646462081594,Richie's Place Coffee Shop,40.7105947908539,-73.79296302241056,Coffee Shop,4afef300f964a520033222e3,12,POINT (-73.79296302241056 40.7105947908539),POINT (-73.7924623116 40.7106532663),36081046000
Upper East Side,40.77563857330181,-73.96050763135,CityRow,40.77484736228385,-73.95674766396186,Gym / Fitness Center,56732721498e5862463670b9,16,POINT (-73.95674766396186 40.77484736228385),POINT (-73.9570854271 40.7739698492),36061013400
Midtown,40.754691102706225,-73.98166882730305,Ole & Steen,40.753358,-73.984998,Café,5d3ef94462d0a8000829b797,6,POINT (-73.984998 40.753358),POINT (-73.98557788939999 40.7513567839),36061008400
Manhattan Valley,40.797307041702865,-73.96428617740655,Park West Cafe & Deli,40.79930022471749,-73.95911015590113,Café,4c98c02d2778224bb3b1a668,46,POINT (-73.95911015590113 40.79930022471749),POINT (-73.9602512563 40.7988442211),36061019300
Downtown,40.69084402109802,-73.98346337431099,Tres Belle Spa,40.686583892637216,-73.9850956616532,Spa,4c3768021e06d13a72e0753e,13,POINT (-73.9850956616532 40.68658389263722),POINT (-73.98557788939999 40.6857788945),36047004100
Pelham Bay,40.85064140940335,-73.8320737824047,Burger King,40.852655,-73.827742,Fast Food Restaurant,586938a98cfe544d8d8884ba,3,POINT (-73.827742 40.852655),POINT (-73.8272864322 40.8531155779),36005030000
Cobble Hill,40.687919722485574,-73.99856139218463,The Long Island Bar,40.69064279618185,-73.99631850047321,Cocktail Bar,52487385498e8d3af50faac2,489,POINT (-73.99631850047321 40.69064279618185),POINT (-73.99507537689999 40.6903015075),36047004500
West Brighton,40.631878926546065,-74.1071817826561,Kings Arms Diner,40.63038368896021,-74.10698100476208,Diner,4ade8fcef964a5205d7621e3,18,POINT (-74.10698100476208 40.63038368896021),POINT (-74.105879397 40.6315075377),36085006700
Pomonok,40.73493618075478,-73.80486120040538,Key Food,40.73322068102747,-73.80453337629129,Supermarket,4ba95321f964a520f71e3ae3,17,POINT (-73.80453337629129 40.73322068102747),POINT (-73.8051256281 40.7332663317),36081122701
Woodside,40.746349088602216,-73.90184166838284,Subway,40.74574811224215,-73.90370595272657,Sandwich Place,4b5e3f3af964a520f88529e3,4,POINT (-73.90370595272657 40.74574811224215),POINT (-73.9032663317 40.7468341709),36081025900
Gramercy,40.737209832715,-73.98137594833541,Posto,40.734843,-73.982896,Pizza Place,43c4bb46f964a5205a2d1fe3,137,POINT (-73.982896 40.734843),POINT (-73.98241206029999 40.7355276382),36061006400
Carnegie Hill,40.782682567125704,-73.95325646837112,Variety Coffee Roasters,40.77889926886048,-73.9559004150256,Coffee Shop,5abb96b31f8ed641d150eafa,27,POINT (-73.9559004150256 40.77889926886048),POINT (-73.9570854271 40.7784924623),36061014801
Gramercy,40.737209832715,-73.98137594833541,Wine Heaven,40.73987594241894,-73.98246812491061,Wine Shop,4bc64488db8fa59394109c37,11,POINT (-73.98246812491061 40.73987594241894),POINT (-73.98241206029999 40.7400502513),36061006800
Upper East Side,40.77563857330181,-73.96050763135,William Greenberg Desserts,40.7787515,-73.960608,Bakery,4a22cfd3f964a5208d7d1fe3,76,POINT (-73.96060799999999 40.7787515),POINT (-73.9602512563 40.7784924623),36061014200
Mount Hope,40.84884160724665,-73.90829930881988,Jerome Drugs,40.848338,-73.911528,Pharmacy,4bda0182c79cc9285e037de9,1,POINT (-73.911528 40.848338),POINT (-73.91276381909999 40.8485929648),36005021700
Steinway,40.7759230156429,-73.90228960391673,Victory Garden Cafe,40.77308459462289,-73.90542458167351,Café,50493b03e4b005d18c48aa23,7,POINT (-73.90542458167351 40.77308459462289),POINT (-73.90643216079999 40.7739698492),36081011300
Oakland Gardens,40.74561857141855,-73.75494976234332,Rolly Kimbab,40.74853074631299,-73.756334784455,Korean Restaurant,526c1acf11d288dc8354b7b9,29,POINT (-73.75633478445501 40.74853074631299),POINT (-73.757638191 40.7490954774),36081139900
Long Island City,40.75021734610528,-73.93920223915505,Plaza Panini Cafe,40.750332,-73.94046800000001,Café,4c4f9bb23a6f2d7fa0cb1f76,6,POINT (-73.94046800000001 40.750332),POINT (-73.9412562814 40.7513567839),36081003300
Long Island City,40.75021734610528,-73.93920223915505,Aloft Long Island City-Manhattan View,40.7482794,-73.93982390000001,Hotel,58217f14f5958470beea42d9,27,POINT (-73.93982390000001 40.7482794),POINT (-73.9412562814 40.7490954774),36081001900
Dongan Hills,40.58867294819928,-74.0963990531252,Walgreens,40.586417600000004,-74.09269559999998,Pharmacy,4bf994938d30d13a61790218,17,POINT (-74.09269559999998 40.5864176),POINT (-74.0932160804 40.586281407),36085009602
Flatlands,40.630446043757466,-73.92911302644673,Aura Lounge,40.632307,-73.933679,Bar,55330cba498eade00eb4a396,19,POINT (-73.933679 40.632307),POINT (-73.9349246231 40.6315075377),36047072600
Park Slope,40.67232052268197,-73.97705030183924,Cousin John's Cafe and Bakery,40.67535345399024,-73.97495903554369,Bakery,4b7d51f3f964a52013b82fe3,147,POINT (-73.97495903554369 40.67535345399024),POINT (-73.97608040199999 40.6744723618),36047015700
Hamilton Heights,40.823604284811935,-73.94968791883366,The Grange Bar & Eatery,40.822553515536654,-73.9495322849762,Cocktail Bar,51b15855498e85fb32404731,323,POINT (-73.9495322849762 40.82255351553665),POINT (-73.9507537688 40.8214572864),36061022500
Mount Hope,40.84884160724665,-73.90829930881988,Baskin-Robbins,40.84766017347917,-73.91272050581347,Ice Cream Shop,4e4e4514bd4101d0d7a6750f,0,POINT (-73.91272050581347 40.84766017347917),POINT (-73.91276381909999 40.8485929648),36005021700
Longwood,40.81509904545822,-73.8957882009446,MATECAÑA,40.81684494018555,-73.9010009765625,Deli / Bodega,5367ce7b498e406231dd94c6,0,POINT (-73.9010009765625 40.81684494018555),POINT (-73.9001005025 40.8169346734),36005008500
Shore Acres,40.60971934079284,-74.0666776606177,Marketfresh supermarket,40.611939,-74.071342,Supermarket,5b94127a180b91002c115882,3,POINT (-74.071342 40.611939),POINT (-74.0710552764 40.6111557789),36085002001
Melrose,40.819754370594936,-73.90942160757436,Subway,40.823119,-73.910767,Sandwich Place,4e4ce4d1bd413c4cc66d0562,1,POINT (-73.91076700000001 40.823119),POINT (-73.90959798989999 40.823718593),36005014100
Oakland Gardens,40.74561857141855,-73.75494976234332,MTA - Q27/Q30 Bus Stop,40.74979376603404,-73.75712113093442,Bus Station,4bef32eeb0b376b07ad4dab3,0,POINT (-73.75712113093442 40.74979376603404),POINT (-73.757638191 40.7490954774),36081139900
Fulton Ferry,40.70328109093014,-73.99550751888415,The River Café,40.703754463175066,-73.99483366559151,American Restaurant,3fd66200f964a520efe81ee3,156,POINT (-73.99483366559151 40.70375446317507),POINT (-73.99507537689999 40.7038693467),36061001501
Oakland Gardens,40.74561857141855,-73.75494976234332,Baskin-Robbins,40.747408260210314,-73.75620756069152,Ice Cream Shop,4f91bda57beb818efa884481,0,POINT (-73.75620756069152 40.74740826021031),POINT (-73.757638191 40.7468341709),36081136700
Woodside,40.746349088602216,-73.90184166838284,Stop & Deli,40.74375352926683,-73.90037557411556,Deli / Bodega,4c98a170f419a09373fc7088,5,POINT (-73.90037557411556 40.74375352926683),POINT (-73.9001005025 40.7445728643),36081026100
Little Italy,40.71932379395907,-73.99730467208073,Parisi Bakery Delicatessen,40.721090999999994,-73.99559599999999,Sandwich Place,49cea26cf964a520665a1fe3,278,POINT (-73.99559599999999 40.72109099999999),POINT (-73.99507537689999 40.721959799),36061004300
Howard Beach,40.65422527738487,-73.83813764600279,Old Country Bagel,40.65348394757553,-73.83857560968973,Bagel Shop,4bcdc0b8cc8cd13aa505c3cf,20,POINT (-73.83857560968973 40.65348394757553),POINT (-73.83994974869999 40.654120603),36081089200
Little Neck,40.7708261928267,-73.73889775580741,La Grotta di Marcello,40.771713643603405,-73.7345497143007,Italian Restaurant,4c1a9ed0b4e62d7fa119d893,7,POINT (-73.7345497143007 40.77171364360341),POINT (-73.7354773869 40.7717085427),36081147900
Clason Point,40.80655112003589,-73.85414416189265,Shore Haven bikepath,40.80746238044827,-73.85447516703088,Park,4e5bdca018a8c204752b190b,0,POINT (-73.85447516703088 40.80746238044827),POINT (-73.85577889449999 40.8078894472),36005000200
West Brighton,40.631878926546065,-74.1071817826561,Cafe Milano,40.631013791776006,-74.10290524363519,Italian Restaurant,4bf872974a67c928b57725cf,19,POINT (-74.10290524363519 40.63101379177601),POINT (-74.1027135678 40.6315075377),36085006700
Financial District,40.707107107270474,-74.01066544521271,Neapolitan Express,40.70690829999999,-74.0096853,Pizza Place,552572df498e2692b4103b57,54,POINT (-74.0096853 40.70690829999999),POINT (-74.0109045226 40.7061306533),36061000900
Kingsbridge,40.88168737120521,-73.90281798724605,Subway,40.884486380794506,-73.90027522447271,Sandwich Place,59e644cc66f3cd17e0eeefac,1,POINT (-73.90027522447271 40.88448638079451),POINT (-73.9001005025 40.8847738693),36005028300
Pelham Parkway,40.857413498088654,-73.85475564017999,Pasta Pasta,40.854788064857146,-73.85492881053774,Italian Restaurant,4b47f069f964a5208c4426e3,9,POINT (-73.85492881053774 40.85478806485715),POINT (-73.85577889449999 40.8553768844),36005024800
Noho,40.72325901885768,-73.98843368023597,Downtown Bakery,40.7253138959479,-73.9869344406366,Mexican Restaurant,4bb270a8a32876b0d39900fe,163,POINT (-73.9869344406366 40.7253138959479),POINT (-73.98557788939999 40.7242211055),36061003200
Dongan Hills,40.58867294819928,-74.0963990531252,Ariemma's Italian Deli,40.5854385258549,-74.09332849878079,Deli / Bodega,4bfea238e584c9286df76c25,10,POINT (-74.09332849878079 40.5854385258549),POINT (-74.0932160804 40.586281407),36085009602
Woodside,40.746349088602216,-73.90184166838284,Veggie Monster,40.745064954651276,-73.90363974206427,Grocery Store,4b76f1b1f964a520046d2ee3,5,POINT (-73.90363974206427 40.74506495465128),POINT (-73.9032663317 40.7445728643),36081024900
Tribeca,40.721521967443216,-74.01068328559087,TriBeCa Spa of Tranquility,40.72381441357658,-74.00950833816772,Spa,4a009599f964a52096701fe3,61,POINT (-74.00950833816772 40.72381441357658),POINT (-74.0109045226 40.7242211055),36061003900
Fresh Meadows,40.7343944653313,-73.78271337003264,Walgreens,40.733635,-73.78371,Pharmacy,5d643052c79f3b0008dc5fca,0,POINT (-73.78371 40.733635),POINT (-73.78296482409999 40.7332663317),36081134700
Belmont,40.857277100738955,-73.88845196134805,Full Moon Pizzeria,40.85550571220713,-73.88755698445503,Pizza Place,4aee1220f964a520ced121e3,121,POINT (-73.88755698445503 40.85550571220713),POINT (-73.8874371859 40.8553768844),36005039100
Financial District,40.707107107270474,-74.01066544521271,Suited,40.709402000000004,-74.008098,Coffee Shop,5f11ef5e938b7c3b5ead3c4f,9,POINT (-74.008098 40.709402),POINT (-74.0077386935 40.7083919598),36061001502
Clinton,40.75910089146212,-73.99611936309479,Club 7 By Iowa Sports,40.760827171667756,-73.99912031260314,Gym,4d8dfba8d00a6ea8e7d9ad4f,15,POINT (-73.99912031260314 40.76082717166776),POINT (-73.998241206 40.7604020101),36061011700
Concourse,40.83428380733851,-73.91558941773444,Tiny's Pizza & Pasta,40.830929582269505,-73.91662582679406,Italian Restaurant,4bfd8d06f61dc9b669309fde,6,POINT (-73.91662582679406 40.8309295822695),POINT (-73.91592964819999 40.8305025126),36005018101
Park Slope,40.67232052268197,-73.97705030183924,La Bagel Delight,40.673576195168756,-73.97613583672266,Bagel Shop,49cfdc6bf964a520d65a1fe3,89,POINT (-73.97613583672266 40.67357619516876),POINT (-73.97608040199999 40.6744723618),36047015700
Hamilton Heights,40.823604284811935,-73.94968791883366,Cafe One,40.82213853417716,-73.94985305610274,Café,46e26948f964a520a24a1fe3,103,POINT (-73.94985305610274 40.82213853417716),POINT (-73.9507537688 40.8214572864),36061022500
New Lots,40.662744279696604,-73.88511776379292,Linden Park,40.6587516122994,-73.88781584990011,Park,4c5f3b3590b2c9b627393a22,4,POINT (-73.88781584990011 40.6587516122994),POINT (-73.8874371859 40.6586432161),36047110400
Heartland Village,40.58913894875281,-74.15902208156602,Bario's,40.58985571129801,-74.1646623294018,Pizza Place,4b8ad075f964a520da8232e3,5,POINT (-74.16466232940181 40.58985571129801),POINT (-74.1660301508 40.5885427136),36085027706
Park Slope,40.67232052268197,-73.97705030183924,Blue Bottle Coffee,40.67060012485774,-73.97845821487121,Coffee Shop,582332f950111c2bcea530e9,59,POINT (-73.97845821487121 40.67060012485774),POINT (-73.97924623119999 40.6699497487),36047015500
Battery Park City,40.71193198394565,-74.01686930508617,Liberty Park,40.71038391621699,-74.01386844682942,Park,576c2212498e72c8c38f1ddd,168,POINT (-74.01386844682942 40.71038391621699),POINT (-74.0140703518 40.7106532663),36061001300
Cobble Hill,40.687919722485574,-73.99856139218463,Anor Spa,40.69002789334943,-73.9963497240098,Spa,4e7a2dca1f6e07f9180ae72e,11,POINT (-73.9963497240098 40.69002789334943),POINT (-73.99507537689999 40.6903015075),36047004500
Pelham Bay,40.85064140940335,-73.8320737824047,Caribe Restaurant,40.84664021678285,-73.8319418266052,Latin American Restaurant,4bc66866bf29c9b6e4dcf92a,1,POINT (-73.8319418266052 40.84664021678285),POINT (-73.8304522613 40.8463316583),36005026602
Sunnyside Gardens,40.74565180608076,-73.91819286431682,Lotus Nails and Spa,40.743540215696534,-73.91951214632697,Spa,4d7d356fe04d6ea8643b09d6,22,POINT (-73.91951214632697 40.74354021569653),POINT (-73.91909547739999 40.7445728643),36081018300
Mill Basin,40.61597423962336,-73.91515391550405,Walgreens,40.613008264211935,-73.91669405640647,Pharmacy,4ba93734f964a520fe143ae3,22,POINT (-73.91669405640647 40.61300826421193),POINT (-73.91592964819999 40.6134170854),36047069800
Woodside,40.746349088602216,-73.90184166838284,Rico Pan Bakery,40.74550243342157,-73.90593178470648,Bakery,4b019669f964a520a84322e3,17,POINT (-73.90593178470648 40.74550243342157),POINT (-73.90643216079999 40.7445728643),36081024900
East Flatbush,40.64171776668961,-73.93610256185836,Key Food,40.64180595416915,-73.93649015186261,Supermarket,4c28daf33492a5934d02b828,3,POINT (-73.93649015186261 40.64180595416915),POINT (-73.9349246231 40.6428140704),36047083800
Flatlands,40.630446043757466,-73.92911302644673,Walgreens,40.62665649231498,-73.92800644040108,Pharmacy,4cab471c76d3a09345b92a6b,16,POINT (-73.92800644040108 40.62665649231498),POINT (-73.92859296479999 40.6269849246),36047073000
Civic Center,40.71522892046282,-74.00541529873355,Chambers Street Wines,40.71577306392837,-74.00971823312331,Wine Shop,4adcf23cf964a520cc6221e3,90,POINT (-74.00971823312331 40.71577306392837),POINT (-74.0109045226 40.7174371859),36061003900
Tribeca,40.721521967443216,-74.01068328559087,Noted Tribeca,40.71965653872075,-74.00862527149914,Cocktail Bar,5afadddba22db7002c11a1d3,13,POINT (-74.00862527149914 40.71965653872075),POINT (-74.0109045226 40.7196984925),36061003900
Sunnyside Gardens,40.74565180608076,-73.91819286431682,Takesushi,40.74409055369966,-73.92235338862658,Sushi Restaurant,5004a603e4b03a9a7558faa1,81,POINT (-73.92235338862658 40.74409055369966),POINT (-73.92226130649999 40.7445728643),36081018102
Long Island City,40.75021734610528,-73.93920223915505,Planet Fitness,40.749016,-73.93731,Gym / Fitness Center,5dc1a5633034aa0008e24ffa,0,POINT (-73.93731 40.749016),POINT (-73.93809045229999 40.7490954774),36081001900
Kingsbridge,40.88168737120521,-73.90281798724605,Kingsbridge Social Club,40.884581,-73.901999,Pizza Place,58935fd798f8aa7c14662653,17,POINT (-73.901999 40.884581),POINT (-73.9032663317 40.8847738693),36005028500
Lenox Hill,40.76811265828733,-73.9588596881376,The P.E. Club,40.77101827851563,-73.95761331851189,Gym / Fitness Center,535f9718498e0065d0064574,28,POINT (-73.95761331851189 40.77101827851563),POINT (-73.9570854271 40.7717085427),36061013400
Marble Hill,40.87655077879964,-73.91065965862981,Rite Aid,40.875466574434704,-73.90890629016033,Pharmacy,4b88e053f964a5208a1132e3,3,POINT (-73.90890629016033 40.8754665744347),POINT (-73.90959798989999 40.8757286432),36061030900
Carnegie Hill,40.782682567125704,-73.95325646837112,Shangri-La Nails & Spa,40.78359393463419,-73.95246596033476,Spa,4b1813f9f964a5209ecc23e3,8,POINT (-73.95246596033476 40.78359393463419),POINT (-73.953919598 40.7830150754),36061015801
Yorkville,40.77592984988488,-73.94711784471826,Caledonia Bar,40.77625399201635,-73.95289944413287,Bar,4d5875df36d1721ee134f7b1,230,POINT (-73.95289944413287 40.77625399201635),POINT (-73.953919598 40.7762311558),36061013800
Red Hook,40.67625323025089,-74.01275897473559,Fairway Cafe,40.67418519828069,-74.01766855738093,American Restaurant,518fdc71498e8b5939f7dfb1,9,POINT (-74.01766855738093 40.67418519828069),POINT (-74.0172361809 40.6744723618),36047005300
Hollis,40.71124344191904,-73.75925009335594,New Ho Wah,40.71234422072162,-73.7644111194512,Chinese Restaurant,4e4dfb24bd4101d0d79f8cf5,0,POINT (-73.7644111194512 40.71234422072162),POINT (-73.7639698492 40.7129145729),36081050000
Battery Park City,40.71193198394565,-74.01686930508617,Grom,40.712866,-74.013551,Ice Cream Shop,57b4a9e4498eab846d10ef28,46,POINT (-74.01355100000001 40.712866),POINT (-74.0140703518 40.7129145729),36061031703
Ocean Hill,40.67840255479536,-73.91306831787395,Mosheer Tower Plaza Deli,40.67531255242554,-73.91317722700701,Deli / Bodega,4f327c3519836c91c7dc63c9,0,POINT (-73.91317722700701 40.67531255242554),POINT (-73.91276381909999 40.6744723618),36047036501
East Village,40.727846777270244,-73.98222616506415,Thursday Kitchen,40.727660587863404,-73.98376058578447,Korean Restaurant,578bec6c498e3150fc369f3b,110,POINT (-73.98376058578447 40.7276605878634),POINT (-73.98241206029999 40.7287437186),36061003400
Manhattanville,40.81693442949779,-73.9573853935188,New Home Sing,40.82049106946035,-73.95453012560915,Chinese Restaurant,4f177ab5e4b01130e70c27cf,5,POINT (-73.95453012560915 40.82049106946035),POINT (-73.953919598 40.8214572864),36061022301
Downtown,40.69084402109802,-73.98346337431099,Hungry Ghost,40.68985278051951,-73.98024666542231,Coffee Shop,5a6395d32105c3555b679f6e,20,POINT (-73.98024666542231 40.68985278051951),POINT (-73.97924623119999 40.6903015075),36047003100
Kingsbridge,40.88168737120521,-73.90281798724605,Leche y Miel,40.883742,-73.90185699999998,Latin American Restaurant,55297008498e9286460da191,19,POINT (-73.90185699999998 40.883742),POINT (-73.9032663317 40.8847738693),36005028500
Ocean Hill,40.67840255479536,-73.91306831787395,112 ROCKAWAY AVE GROCERY,40.68015173905393,-73.9109086669784,Deli / Bodega,4edf906c02d54f50bc3e4e24,0,POINT (-73.9109086669784 40.68015173905393),POINT (-73.90959798989999 40.6812562814),36047036900
Carroll Gardens,40.68054023107649,-73.99465372828006,Court Pastry Shop,40.684067,-73.995377,Bakery,4a75f1d7f964a520c1e11fe3,62,POINT (-73.995377 40.684067),POINT (-73.99507537689999 40.6835175879),36047007500
Noho,40.72325901885768,-73.98843368023597,Upstate Craft Beer and Oyster Bar,40.726331,-73.986453,Seafood Restaurant,4e41f0822271a90466a0e967,217,POINT (-73.986453 40.726331),POINT (-73.98557788939999 40.7264824121),36061003200
Borough Park,40.633130512758015,-73.99049823044811,Schnitzis,40.632642,-73.995471,Fast Food Restaurant,4c980d7bf419a093e4cd6c88,1,POINT (-73.99547099999999 40.632642),POINT (-73.99507537689999 40.6337688442),36047021800
Kingsbridge,40.88168737120521,-73.90281798724605,Papa John's Pizza,40.87846686452555,-73.90299731682387,Pizza Place,5aa003f5b6eedb52c65bddb8,0,POINT (-73.90299731682387 40.87846686452555),POINT (-73.9032663317 40.87798994969999),36005027700
Baychester,40.866858107252696,-73.83579759808117,McDonald's,40.86870592437685,-73.83058532145697,Fast Food Restaurant,4c7ede131009a09349d1454e,17,POINT (-73.83058532145697 40.86870592437685),POINT (-73.8304522613 40.8689447236),36005046201
Murray Hill,40.764126122614066,-73.81276269135866,병천자매순대 (Byun Chung Soon Dae Restaurant) (Byun Chung Soon Dae Restaurant),40.76423360851895,-73.80900947753331,Korean Restaurant,51c612d9498e52a02241e27b,16,POINT (-73.80900947753331 40.76423360851895),POINT (-73.8082914573 40.7649246231),36081117100
Yorkville,40.77592984988488,-73.94711784471826,Yorkshire Wines & Spirits,40.77631904848835,-73.94978617862375,Wine Shop,4ad68042f964a520810721e3,52,POINT (-73.94978617862375 40.77631904848835),POINT (-73.9507537688 40.7762311558),36061014601
Lenox Hill,40.76811265828733,-73.9588596881376,Dr. Wine,40.76607112688013,-73.95711924412987,Wine Shop,5186bce2498ec9a9d0378f9d,11,POINT (-73.95711924412987 40.76607112688013),POINT (-73.9570854271 40.7671859296),36061012600
Downtown,40.69084402109802,-73.98346337431099,Chelsea Piers Fitness - Brooklyn,40.6881279010681,-73.98328500304109,Gym / Fitness Center,5b13ff47f15b51002c4e7b76,21,POINT (-73.98328500304109 40.6881279010681),POINT (-73.98241206029999 40.688040201),36047003700
Concord,40.6044731896879,-74.08402364740357,Dolphin Fitness Club,40.605350771014905,-74.082943113109,Gym / Fitness Center,4c287cddce3fc9288f2d6d88,7,POINT (-74.082943113109 40.6053507710149),POINT (-74.083718593 40.6043718593),36085005000
Carnegie Hill,40.782682567125704,-73.95325646837112,Chase Bank,40.7815756,-73.952211,Bank,4ba272b8f964a520f7f937e3,4,POINT (-73.95221100000001 40.7815756),POINT (-73.9507537688 40.7807537688),36061015400
Pelham Bay,40.85064140940335,-73.8320737824047,Villa Barone Ristorante,40.853225226780154,-73.82730476570323,Italian Restaurant,4bc20b8d2a89ef3b6f1af388,15,POINT (-73.82730476570323 40.85322522678015),POINT (-73.8272864322 40.8531155779),36005030000
Fulton Ferry,40.70328109093014,-73.99550751888415,1 Hotel Brooklyn Bridge,40.7022281537535,-73.99538028700046,Hotel,57ed4330498e34539123c310,98,POINT (-73.99538028700046 40.7022281537535),POINT (-73.99507537689999 40.7016080402),36047000100
Queensboro Hill,40.7445723092867,-73.82580915110559,88 Canteen,40.74394216997164,-73.82586206505242,Chinese Restaurant,4c56000b3e2220a163eb3ea5,15,POINT (-73.82586206505242 40.74394216997164),POINT (-73.8272864322 40.7445728643),36081080301
Carnegie Hill,40.782682567125704,-73.95325646837112,Crank NYC,40.78320887503377,-73.95086165218581,Gym / Fitness Center,5158e6bde4b079b32ba7e7fd,48,POINT (-73.95086165218581 40.78320887503377),POINT (-73.9507537688 40.7830150754),36061015400
South Side,40.71086147265064,-73.95800095153331,L'Industrie Pizzeria,40.711606,-73.957802,Pizza Place,55135426498e9dee8f19cc5f,60,POINT (-73.957802 40.711606),POINT (-73.9570854271 40.7106532663),36047052300
Weeksville,40.67503986503237,-73.93053108817337,Ab GROCERY STORE,40.675786,-73.93308,Deli / Bodega,4dd14f7bc65bdac713a6283f,0,POINT (-73.93308 40.675786),POINT (-73.93175879399999 40.6767336683),36047030900
Little Italy,40.71932379395907,-73.99730467208073,Pasquale Jones,40.721078399999996,-73.9967554,Pizza Place,56bbc58e498eed7b2c402556,360,POINT (-73.9967554 40.7210784),POINT (-73.998241206 40.721959799),36061004500
Ocean Hill,40.67840255479536,-73.91306831787395,Fine Fare,40.67853745101416,-73.9079664987851,Supermarket,4e5bf65fb99329e22adfd68c,2,POINT (-73.9079664987851 40.67853745101416),POINT (-73.90643216079999 40.6789949749),36047036700
Long Island City,40.75021734610528,-73.93920223915505,Xi'an Famous Foods,40.747488830456156,-73.94164499378402,Chinese Restaurant,5c9a607d25fb7b002c724043,14,POINT (-73.94164499378402 40.74748883045616),POINT (-73.9412562814 40.7468341709),36081001900
Financial District,40.707107107270474,-74.01066544521271,&pizza,40.706615,-74.009943,Pizza Place,5d24ee3bc195980023b6c7e7,2,POINT (-74.00994300000001 40.706615),POINT (-74.0109045226 40.7061306533),36061000900
Howard Beach,40.65422527738487,-73.83813764600279,TD Bank,40.653911148421436,-73.83897453546523,Bank,4f24072ce4b0b2f98efa80e8,2,POINT (-73.83897453546523 40.65391114842144),POINT (-73.83994974869999 40.654120603),36081089200
Mott Haven,40.80623874935177,-73.91609987487574,Rincon Ecuatoriano,40.803759,-73.911875,Latin American Restaurant,4b7ee622f964a520f30730e3,0,POINT (-73.91187499999999 40.803759),POINT (-73.91276381909999 40.8033668342),36005001900
Little Neck,40.7708261928267,-73.73889775580741,Café 1 of a Kind,40.772402816286466,-73.73423321591879,Coffee Shop,539f1236498eae48dda43154,53,POINT (-73.73423321591879 40.77240281628647),POINT (-73.7354773869 40.7717085427),36081147900
Tottenville,40.50533376115642,-74.24656934235283,Villaggio,40.509285,-74.246597,Italian Restaurant,4e4ce94fbd413c4cc66d2a1f,0,POINT (-74.24659699999999 40.509285),POINT (-74.24517587939999 40.5093969849),36085024401
Turtle Bay,40.752042369507215,-73.96770824581834,Aburiya Kinnosuke,40.75254961876706,-73.97255113821991,Japanese Restaurant,49db8b67f964a520d85e1fe3,278,POINT (-73.97255113821991 40.75254961876706),POINT (-73.9729145729 40.75361809050001),36061009200
Ocean Parkway,40.61305976667942,-73.96836678035541,MTA Bus - B9 (Ave N & McDonald Ave),40.613622645217646,-73.97413861919574,Bus Stop,53a5b3ea498edce8c31cae9d,0,POINT (-73.97413861919574 40.61362264521765),POINT (-73.9729145729 40.6134170854),36047044000
Mill Basin,40.61597423962336,-73.91515391550405,Dunkin',40.617270554976734,-73.90969532240467,Donut Shop,4baf5c17f964a52027fa3be3,4,POINT (-73.90969532240467 40.61727055497673),POINT (-73.90959798989999 40.6179396985),36047070600
Tompkinsville,40.637316067110326,-74.08055351790115,4 Saint Paul's Cafe and Gallery,40.637709493863795,-74.07816052436827,Café,4df91879d22dca97c59a5c17,0,POINT (-74.07816052436827 40.6377094938638),POINT (-74.0773869347 40.6382914573),36085000300
Kingsbridge,40.88168737120521,-73.90281798724605,ALDI,40.8778363,-73.9046557,Supermarket,540a0032498e77fa8221bd2f,28,POINT (-73.90465570000001 40.8778363),POINT (-73.9032663317 40.87798994969999),36005027700
Murray Hill,40.764126122614066,-73.81276269135866,Dae Dong Manor,40.765090141441654,-73.81427731697106,Korean Restaurant,4c66c6028e9120a167cfd864,15,POINT (-73.81427731697106 40.76509014144165),POINT (-73.8146231156 40.7649246231),36081115700
Red Hook,40.67625323025089,-74.01275897473559,Erie Basin Park,40.67204226932896,-74.01298475869274,Park,4ad0f71ff964a5208edb20e3,17,POINT (-74.01298475869274 40.67204226932896),POINT (-74.0140703518 40.6722110553),36047005300
Manhattan Valley,40.797307041702865,-73.96428617740655,Yakitori Sun-Chan,40.799469816088546,-73.96868884563445,Japanese Restaurant,4ae63b5bf964a520d7a521e3,87,POINT (-73.96868884563445 40.79946981608855),POINT (-73.96974874369999 40.7988442211),36061019100
Midtown,40.754691102706225,-73.98166882730305,Equinox East 43rd Street,40.754089,-73.9799,Gym,4a047a18f964a520ff711fe3,119,POINT (-73.9799 40.754089),POINT (-73.97924623119999 40.755879397),36061009600
Queensboro Hill,40.7445723092867,-73.82580915110559,Ace  Bagel & Rolls,40.74367020856401,-73.82580623846098,Bagel Shop,4bee8784d355a593bef60a60,5,POINT (-73.82580623846098 40.74367020856401),POINT (-73.8272864322 40.7445728643),36081080301
Howard Beach,40.65422527738487,-73.83813764600279,Planet Fitness,40.65704384346762,-73.83963944454774,Gym,5c6ba71efd9d73002c4999c2,3,POINT (-73.83963944454774 40.65704384346762),POINT (-73.83994974869999 40.6563819095),36081089200
Pelham Bay,40.85064140940335,-73.8320737824047,Collucci Playground-Wilkinson Park,40.852171000000006,-73.834686,Playground,4c2621a25c5ca593908445fe,0,POINT (-73.834686 40.85217100000001),POINT (-73.8336180905 40.8531155779),36005030000
