Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category,id,likes,geometry,nearest_geom,nearest_block
Van Nest,40.84360847124718,-73.86629918075609,New Morris Deli,40.846529215870255,-73.86387374550078,Deli / Bodega,4be7f0b988ed2d7f0038cb1d,22,POINT (-73.86387374550078 40.84652921587026),POINT (-73.8652763819 40.8463316583),36005023200
Cobble Hill,40.687919722485574,-73.99856139218463,Court Street Bagels,40.688026,-73.99306,Bagel Shop,49e28bbcf964a5203a621fe3,65,POINT (-73.99306 40.688026),POINT (-73.9919095477 40.688040201),36047004300
Oakland Gardens,40.74561857141855,-73.75494976234332,Starbucks,40.749085517821285,-73.75631214871055,Coffee Shop,59e75457ccad6b7e88469eaa,3,POINT (-73.75631214871055 40.74908551782129),POINT (-73.757638191 40.7490954774),36081139900
Cobble Hill,40.687919722485574,-73.99856139218463,Luzzo's BK,40.690555039306325,-73.9953332077974,Pizza Place,527d8cfc11d2a61a7c663024,169,POINT (-73.9953332077974 40.69055503930633),POINT (-73.99507537689999 40.6903015075),36047004500
Pelham Parkway,40.857413498088654,-73.85475564017999,Kiraku Hibachi & Sushi,40.85335600692978,-73.85362862246855,Sushi Restaurant,4c45c922f97fbe9a9e02bd30,12,POINT (-73.85362862246855 40.85335600692978),POINT (-73.85261306529999 40.8531155779),36005028800
Little Italy,40.71932379395907,-73.99730467208073,M'o Gelato,40.720695,-73.996622,Ice Cream Shop,4dc58fcafa76d685cde41fc1,67,POINT (-73.996622 40.720695),POINT (-73.99507537689999 40.7196984925),36061004100
Steinway,40.7759230156429,-73.90228960391673,Alingan Wine & Liquor,40.773653979011996,-73.90719022908283,Wine Shop,4ba56799f964a520d10339e3,5,POINT (-73.90719022908283 40.773653979012),POINT (-73.90643216079999 40.7739698492),36081011300
Hamilton Heights,40.823604284811935,-73.94968791883366,Famous Fish Market,40.82364789395268,-73.94472330808641,Seafood Restaurant,4ae34b92f964a520f99221e3,79,POINT (-73.94472330808641 40.82364789395268),POINT (-73.9444221106 40.823718593),36061022700
Woodside,40.746349088602216,-73.90184166838284,F. Ottomanelli Burgers and Belgian Fries,40.74502762484588,-73.90407788526826,Burger Joint,4df0f5d7cc3fdd9d03f786bb,70,POINT (-73.90407788526826 40.74502762484588),POINT (-73.9032663317 40.7445728643),36081024900
Little Neck,40.7708261928267,-73.73889775580741,Bean & Bean,40.77056646005071,-73.73568061196744,Coffee Shop,590a1b760d8a0f379c250f58,5,POINT (-73.73568061196744 40.77056646005071),POINT (-73.7354773869 40.7694472362),36081150702
Upper East Side,40.77563857330181,-73.96050763135,Sistina,40.777597,-73.961685,Italian Restaurant,57d9ddfe498e8a66d21ce8bb,31,POINT (-73.961685 40.777597),POINT (-73.9602512563 40.7784924623),36061014200
Parkchester,40.83793782226729,-73.85600310535783,Fine Fare,40.84062174187964,-73.85580178181809,Supermarket,4d5244499b27721e3948c046,2,POINT (-73.85580178181809 40.84062174187964),POINT (-73.85577889449999 40.8395477387),36005021002
Dongan Hills,40.58867294819928,-74.0963990531252,The Original Goodfella's Brick Oven Pizza,40.58686788831963,-74.09167454548084,Pizza Place,4a552f7af964a520ceb31fe3,70,POINT (-74.09167454548084 40.58686788831963),POINT (-74.0932160804 40.586281407),36085009602
Belmont,40.857277100738955,-73.88845196134805,Mario's Restaurant & Catering,40.8542437776612,-73.88843667516853,Italian Restaurant,4aa193d5f964a520124120e3,57,POINT (-73.88843667516853 40.8542437776612),POINT (-73.8874371859 40.8531155779),36005039100
Ocean Hill,40.67840255479536,-73.91306831787395,Daily Press Coffee,40.678489944438205,-73.91090903870442,Coffee Shop,58bad25c4bc2f1632aace318,34,POINT (-73.91090903870442 40.6784899444382),POINT (-73.90959798989999 40.6789949749),36047036900
Yorkville,40.77592984988488,-73.94711784471826,PuTawn Local Thai Kitchen,40.77459861106953,-73.95104174611885,Thai Restaurant,57f81d9e498e82d3766ccce8,27,POINT (-73.95104174611885 40.77459861106953),POINT (-73.9507537688 40.7739698492),36061013600
Howard Beach,40.65422527738487,-73.83813764600279,Burger King/Popeyes,40.654422,-73.8392465,Fast Food Restaurant,4c191005d4d9c9281563f029,5,POINT (-73.8392465 40.654422),POINT (-73.83994974869999 40.654120603),36081089200
Old Town,40.59632891379513,-74.08751118005578,Perkins Restaurant & Bakery,40.594421359823954,-74.08699974417685,American Restaurant,4b5870f7f964a520df5728e3,45,POINT (-74.08699974417685 40.59442135982395),POINT (-74.0868844221 40.5953266332),36085009601
Howard Beach,40.65422527738487,-73.83813764600279,Subway,40.657748480700725,-73.83921703548617,Sandwich Place,4fdcfb4ce4b07b2b86b6dfdb,1,POINT (-73.83921703548617 40.65774848070073),POINT (-73.83994974869999 40.6586432161),36081089200
Manhattan Valley,40.797307041702865,-73.96428617740655,Plowshares Coffee Bloomingdale,40.80019097153275,-73.96806622850414,Coffee Shop,54733f59498e78d5fb3a0755,181,POINT (-73.96806622850414 40.80019097153275),POINT (-73.9665829146 40.8011055276),36061019500
Little Neck,40.7708261928267,-73.73889775580741,Dunkin',40.76743542600438,-73.73912717055225,Donut Shop,4bc0b2fc4cdfc9b630469321,28,POINT (-73.73912717055225 40.76743542600438),POINT (-73.7386432161 40.7671859296),36081150701
Financial District,40.707107107270474,-74.01066544521271,Equinox Wall Street,40.70727326752029,-74.01054311858566,Gym,4a2f3322f964a520b6981fe3,308,POINT (-74.01054311858566 40.70727326752029),POINT (-74.0109045226 40.7083919598),36061000700
Murray Hill,40.764126122614066,-73.81276269135866,Mr. Tofu,40.764840613912156,-73.81226649660726,Korean Restaurant,5590598a498eb1c3f975b6a6,18,POINT (-73.81226649660726 40.76484061391216),POINT (-73.8114572864 40.7649246231),36081115500
Yorkville,40.77592984988488,-73.94711784471826,Emack & Bolio's Ice Cream,40.773874901539344,-73.95161656040776,Ice Cream Shop,4a6fa830f964a520bad61fe3,307,POINT (-73.95161656040776 40.77387490153934),POINT (-73.9507537688 40.7739698492),36061013600
Mount Hope,40.84884160724665,-73.90829930881988,Dunkin',40.84768604258584,-73.91273129884695,Donut Shop,4b8fac51f964a5205f5c33e3,28,POINT (-73.91273129884695 40.84768604258584),POINT (-73.91276381909999 40.8485929648),36005021700
Mill Basin,40.61597423962336,-73.91515391550405,Yoshi,40.61566841392629,-73.91805552591212,Japanese Restaurant,4d7fc91f95c1a143260eecf2,7,POINT (-73.91805552591212 40.61566841392629),POINT (-73.91909547739999 40.615678392),36047068800
Clason Point,40.80655112003589,-73.85414416189265,Clason Point Park,40.80601244585228,-73.84957637783666,Park,4c3b27a1def90f47946ffd2d,7,POINT (-73.84957637783666 40.80601244585228),POINT (-73.84944723619998 40.8056281407),36005000400
Belmont,40.857277100738955,-73.88845196134805,Mike's Deli,40.85413107559137,-73.8881359312148,Deli / Bodega,4ace366bf964a5201bcf20e3,18,POINT (-73.8881359312148 40.85413107559137),POINT (-73.8874371859 40.8531155779),36005039100
Park Slope,40.67232052268197,-73.97705030183924,Sushi Katsuei,40.67061519402922,-73.97850388946965,Japanese Restaurant,5276d39a498eb1a5d90096e4,107,POINT (-73.97850388946965 40.67061519402922),POINT (-73.97924623119999 40.6699497487),36047015500
Red Hook,40.67625323025089,-74.01275897473559,Coffey Park,40.677643813264105,-74.00858402252197,Park,4a87365cf964a520440320e3,45,POINT (-74.00858402252197 40.6776438132641),POINT (-74.0077386935 40.6767336683),36047008500
Tribeca,40.721521967443216,-74.01068328559087,Pier 25 - Hudson River Park,40.72019260471762,-74.01295032920208,Park,4ba0e4e3f964a520498537e3,194,POINT (-74.01295032920208 40.72019260471762),POINT (-74.0140703518 40.7196984925),36061003900
Belmont,40.857277100738955,-73.88845196134805,Arthur Avenue Fiasco,40.854844,-73.887908,Italian Restaurant,59050f51b23dfa5f6649e678,10,POINT (-73.887908 40.854844),POINT (-73.8874371859 40.8553768844),36005039100
Morris Park,40.847549063536334,-73.8504017803042,Emilio's Pizza,40.84893463380301,-73.8545797059898,Pizza Place,4b2035e6f964a520bc2e24e3,43,POINT (-73.85457970598981 40.84893463380301),POINT (-73.85577889449999 40.8485929648),36005025200
Howard Beach,40.65422527738487,-73.83813764600279,Hagane,40.65578638078417,-73.83910802522121,Japanese Restaurant,4c100cd3b93cc9b6482156e0,13,POINT (-73.83910802522121 40.65578638078417),POINT (-73.83994974869999 40.6563819095),36081089200
Vinegar Hill,40.70332149882874,-73.98111603592393,Los Papis,40.70208679837193,-73.98504432967793,Latin American Restaurant,4ab11a2af964a5200b6820e3,44,POINT (-73.98504432967793 40.70208679837193),POINT (-73.98557788939999 40.7016080402),36047002100
Upper East Side,40.77563857330181,-73.96050763135,Y7 – Upper East Side,40.77649461350271,-73.95559351310052,Yoga Studio,57e9a32c498e8b22de297f1b,49,POINT (-73.95559351310052 40.77649461350271),POINT (-73.9570854271 40.7762311558),36061014000
Steinway,40.7759230156429,-73.90228960391673,Roma's Deli,40.775482000000004,-73.9001,Deli / Bodega,56d1b5b8cd10b2b6ddd96fd3,0,POINT (-73.90009999999999 40.775482),POINT (-73.9001005025 40.7762311558),36081012301
Weeksville,40.67503986503237,-73.93053108817337,Key Fresh & Natural,40.6771354675293,-73.93360137939453,Grocery Store,4eb2fdb15c5c345c76c4b755,1,POINT (-73.93360137939453 40.6771354675293),POINT (-73.9349246231 40.6767336683),36047030900
Oakland Gardens,40.74561857141855,-73.75494976234332,Chase Bank,40.748814252357796,-73.75600370844029,Bank,4fb533887beb65c72e11e6c5,2,POINT (-73.75600370844029 40.7488142523578),POINT (-73.7544723618 40.7490954774),36081137700
Financial District,40.707107107270474,-74.01066544521271,Simply Wine,40.708751,-74.009614,Wine Shop,4a7b78d2f964a52020eb1fe3,20,POINT (-74.009614 40.708751),POINT (-74.0109045226 40.7083919598),36061000700
Murray Hill,40.764126122614066,-73.81276269135866,Hanyang Mart,40.76526928743461,-73.81353463174712,Supermarket,4ba85807f964a5205cd739e3,35,POINT (-73.81353463174712 40.76526928743461),POINT (-73.8146231156 40.7649246231),36081115700
Baychester,40.866858107252696,-73.83579759808117,Moe's Southwest Grill,40.86631,-73.83032,Mexican Restaurant,58582b156431e554e165d909,1,POINT (-73.83032 40.86631),POINT (-73.8304522613 40.8666834171),36005046201
Morrisania,40.823591985855344,-73.90150648943059,Fish N Chips,40.822777,-73.90254300000002,Seafood Restaurant,4e0fb1ea483bc2b5f48e6c3e,0,POINT (-73.90254300000002 40.822777),POINT (-73.9032663317 40.823718593),36005013300
Sunnyside Gardens,40.74565180608076,-73.91819286431682,Skillman Famous Pizza and Coffee Shop,40.74649811885385,-73.917800821402,Pizza Place,4a3534d2f964a520989c1fe3,10,POINT (-73.917800821402 40.74649811885385),POINT (-73.91909547739999 40.7468341709),36081018300
Richmond Hill,40.69794731471763,-73.83183321446889,The Classic Diner,40.700039391718455,-73.83152051351573,Diner,51bcf49a498e6935e7784dac,58,POINT (-73.83152051351573 40.70003939171846),POINT (-73.8304522613 40.6993467337),36081014400
Manhattanville,40.81693442949779,-73.9573853935188,Chinelos,40.82019,-73.953769,Mexican Restaurant,4bd4e5076798ef3b92a6628d,6,POINT (-73.95376899999999 40.82019),POINT (-73.953919598 40.81919597989999),36061022301
Murray Hill,40.764126122614066,-73.81276269135866,Geo Si Gi Restaurant,40.764865361948935,-73.81198259646034,Korean Restaurant,4c7ad3dda86837048bee144d,34,POINT (-73.81198259646034 40.76486536194894),POINT (-73.8114572864 40.7649246231),36081115500
Long Island City,40.75021734610528,-73.93920223915505,Hilton Garden Inn,40.75021553477981,-73.93688589334488,Hotel,5523e3a6498eef3943a338dc,59,POINT (-73.93688589334488 40.75021553477981),POINT (-73.93809045229999 40.7490954774),36081001900
Tribeca,40.721521967443216,-74.01068328559087,Smith & Mills,40.720088623166546,-74.0098758337333,American Restaurant,46797032f964a520f7471fe3,350,POINT (-74.0098758337333 40.72008862316655),POINT (-74.0109045226 40.7196984925),36061003900
Mount Hope,40.84884160724665,-73.90829930881988,CTown Supermarkets,40.84918517069557,-73.90466183423995,Grocery Store,50eb307be4b0d1b6dcc4d031,1,POINT (-73.90466183423995 40.84918517069557),POINT (-73.9032663317 40.8485929648),36005023302
Financial District,40.707107107270474,-74.01066544521271,Complete Body,40.70434084081434,-74.00916057926591,Gym,521b898a8bbdce5bf8e95c58,80,POINT (-74.00916057926591 40.70434084081434),POINT (-74.0077386935 40.7038693467),36061000700
Hamilton Heights,40.823604284811935,-73.94968791883366,Vittorio's Pizza Plus,40.82383014147579,-73.94423562359108,Pizza Place,505380aee4b07ab78c6545fe,15,POINT (-73.94423562359108 40.82383014147579),POINT (-73.9444221106 40.823718593),36061022700
East Village,40.727846777270244,-73.98222616506415,Mikey Likes It Ice Cream,40.729283,-73.981228,Ice Cream Shop,537803a0498ef1607aafd28b,240,POINT (-73.981228 40.729283),POINT (-73.98241206029999 40.7287437186),36061003400
Noho,40.72325901885768,-73.98843368023597,Katz's Delicatessen,40.722312,-73.987362,Sandwich Place,4acbe67af964a52044c820e3,1575,POINT (-73.987362 40.722312),POINT (-73.98874371859999 40.721959799),36061003001
Rossville,40.54940400650072,-74.21572851113952,Fatboys Deli & Bagels,40.54964799852046,-74.22121197286346,Bagel Shop,4bdae5ae3904a593c8c3479e,2,POINT (-74.22121197286346 40.54964799852046),POINT (-74.2198492462 40.5501005025),36085020801
East Flatbush,40.64171776668961,-73.93610256185836,Rite Aid,40.6417986,-73.9372244,Pharmacy,4c36139d3849c9287f68bbb1,4,POINT (-73.93722440000001 40.6417986),POINT (-73.93809045229999 40.6428140704),36047083400
Steinway,40.7759230156429,-73.90228960391673,Alba's Pizza & Restaurant,40.77385470721392,-73.90754800014521,Italian Restaurant,4b57992af964a520273928e3,27,POINT (-73.90754800014521 40.77385470721392),POINT (-73.90643216079999 40.7739698492),36081011300
Mariner's Harbor,40.63254639048112,-74.15008537046981,La Campeña,40.631092,-74.147193,Deli / Bodega,4e4ce949bd413c4cc66d29ea,0,POINT (-74.147193 40.631092),POINT (-74.1470351759 40.6315075377),36085023900
Yorkville,40.77592984988488,-73.94711784471826,Italianissimo Ristorante,40.776350516996175,-73.95217891729664,Italian Restaurant,4b651459f964a52030e32ae3,33,POINT (-73.95217891729664 40.77635051699617),POINT (-73.9507537688 40.7762311558),36061014601
Little Neck,40.7708261928267,-73.73889775580741,Capital One Bank,40.7676264,-73.7381233,Bank,4c28cce49fb5d13aa11c9a57,0,POINT (-73.7381233 40.7676264),POINT (-73.7386432161 40.7671859296),36081150701
Belmont,40.857277100738955,-73.88845196134805,Madonia Bakery,40.85441232476012,-73.88851590024353,Bakery,4bb6496e46d4a59398fdc5c0,78,POINT (-73.88851590024353 40.85441232476012),POINT (-73.8874371859 40.8553768844),36005039100
Whitestone,40.781290766026935,-73.81420216610863,Varsi Salumeria,40.78514060603927,-73.81664624694855,Deli / Bodega,4d14c607401db60caefadaa4,9,POINT (-73.81664624694855 40.78514060603927),POINT (-73.8177889447 40.7852763819),36081103900
Van Nest,40.84360847124718,-73.86629918075609,R&Z Gourmet Deli,40.846251,-73.862489,Deli / Bodega,4e8a6ea2f5b97ad7c419faef,2,POINT (-73.862489 40.846251),POINT (-73.8621105528 40.8463316583),36005023200
Shore Acres,40.60971934079284,-74.0666776606177,Joann's Deli,40.61021388521341,-74.06319619577063,Deli / Bodega,4c0ed8f37189c9287d35d9b6,6,POINT (-74.06319619577063 40.61021388521341),POINT (-74.0647236181 40.6111557789),36085000800
Pelham Bay,40.85064140940335,-73.8320737824047,Zeppieri & Sons Italian Bakery,40.847119272159645,-73.83205709805584,Bakery,4c9205941adc370460a134d1,31,POINT (-73.83205709805584 40.84711927215965),POINT (-73.8336180905 40.8463316583),36005026601
Richmond Hill,40.69794731471763,-73.83183321446889,Mi Casa Bar & Restaurant,40.69940065537513,-73.83263100149901,Latin American Restaurant,503178b2e4b0bde727726820,11,POINT (-73.83263100149901 40.69940065537513),POINT (-73.8336180905 40.6993467337),36081013200
South Side,40.71086147265064,-73.95800095153331,Blue Collar,40.711357717978856,-73.95771847756468,Burger Joint,4ffe3889e4b01d5de4d4a81a,263,POINT (-73.95771847756468 40.71135771797886),POINT (-73.9570854271 40.7106532663),36047052300
Noho,40.72325901885768,-73.98843368023597,Ludlow Coffee Supply,40.721711037947095,-73.98752102186039,Coffee Shop,56c73a4a498ea736d7388245,297,POINT (-73.98752102186039 40.7217110379471),POINT (-73.98874371859999 40.721959799),36061003001
Gramercy,40.737209832715,-73.98137594833541,Follia,40.73514654217377,-73.98581484979155,Italian Restaurant,57c772d1498e6cb2f6531cdf,51,POINT (-73.98581484979155 40.73514654217377),POINT (-73.98557788939999 40.7355276382),36061005000
West Brighton,40.631878926546065,-74.1071817826561,Burrito Bar,40.63023752407939,-74.1087755374525,Mexican Restaurant,4be60a50bcef2d7fa3bb04e5,71,POINT (-74.1087755374525 40.63023752407939),POINT (-74.10904522609999 40.6292462312),36085012100
Hamilton Heights,40.823604284811935,-73.94968791883366,Il Caffe Latte,40.82487837593629,-73.94679008393679,Café,527d4ca311d26b252716a1ef,48,POINT (-73.94679008393679 40.82487837593629),POINT (-73.9475879397 40.8259798995),36061022900
Morris Park,40.847549063536334,-73.8504017803042,Ann Clair's Salumeria,40.85004616007053,-73.85179635103151,Deli / Bodega,4ae0c38ef964a5203d8221e3,51,POINT (-73.85179635103151 40.85004616007053),POINT (-73.85261306529999 40.8508542714),36005025000
Jamaica Hills,40.71145964370482,-73.79646462081594,CVS pharmacy,40.71152586971058,-73.79104989318397,Pharmacy,4be4b2522468c928802fff42,7,POINT (-73.79104989318397 40.71152586971058),POINT (-73.7924623116 40.7106532663),36081046000
East Village,40.727846777270244,-73.98222616506415,Baker's Pizza,40.729359365887,-73.9811407089682,Pizza Place,56ac14dd498ebc721660c58d,42,POINT (-73.9811407089682 40.729359365887),POINT (-73.98241206029999 40.7287437186),36061003400
Cobble Hill,40.687919722485574,-73.99856139218463,Cobble Hill Park,40.6882303150755,-73.99599641561507,Park,43d102bff964a520fb2d1fe3,56,POINT (-73.99599641561507 40.6882303150755),POINT (-73.99507537689999 40.688040201),36047004500
Carroll Gardens,40.68054023107649,-73.99465372828006,Lift / Next Level Floats (Brooklyn),40.68324157845871,-73.99568796157838,Spa,55620df6498e7c166d2fcf06,37,POINT (-73.99568796157838 40.68324157845871),POINT (-73.99507537689999 40.6835175879),36047007500
Little Italy,40.71932379395907,-73.99730467208073,Milk & Cream Cereal Bar,40.71950256062705,-73.99629715783664,Ice Cream Shop,590a00e74febd55af43a8267,168,POINT (-73.99629715783664 40.71950256062705),POINT (-73.99507537689999 40.7196984925),36061004100
Manhattanville,40.81693442949779,-73.9573853935188,Chase Bank,40.8207975,-73.95491559999999,Bank,55c0e920498e9135d15a66d9,1,POINT (-73.95491559999999 40.8207975),POINT (-73.953919598 40.8214572864),36061022301
Clinton,40.75910089146212,-73.99611936309479,Gourmet Unlimited Deli,40.76028219096396,-73.99511881805806,Sandwich Place,4b361f85f964a5204e3025e3,12,POINT (-73.99511881805806 40.76028219096396),POINT (-73.99507537689999 40.7604020101),36061012900
Little Italy,40.71932379395907,-73.99730467208073,Champion Pizza,40.7216375422482,-73.99747002195814,Pizza Place,55ea9f4d498ed46db0383483,913,POINT (-73.99747002195814 40.7216375422482),POINT (-73.998241206 40.721959799),36061004500
Hamilton Heights,40.823604284811935,-73.94968791883366,Dunkin',40.82358387350612,-73.94416109069569,Donut Shop,4a35bca7f964a520549d1fe3,49,POINT (-73.94416109069569 40.82358387350612),POINT (-73.9444221106 40.823718593),36061022700
Tribeca,40.721521967443216,-74.01068328559087,Bubby's,40.719932193721725,-74.00857160255461,American Restaurant,40f1d480f964a5205b0a1fe3,546,POINT (-74.00857160255461 40.71993219372172),POINT (-74.0109045226 40.7196984925),36061003900
Clason Point,40.80655112003589,-73.85414416189265,Harding Park,40.80924776029211,-73.85650815747185,Park,4c826ffd2f1c236ab42b3943,4,POINT (-73.85650815747185 40.80924776029211),POINT (-73.85577889449999 40.8101507538),36005000200
Civic Center,40.71522892046282,-74.00541529873355,Takahachi Bakery,40.71365284530189,-74.00880389530171,Bakery,4c154c9a77cea593c401d260,251,POINT (-74.00880389530171 40.71365284530189),POINT (-74.0077386935 40.7106532663),36061001501
Lenox Hill,40.76811265828733,-73.9588596881376,NR,40.770082,-73.954978,Cocktail Bar,5db4c7318ec89e000871ca01,17,POINT (-73.954978 40.770082),POINT (-73.953919598 40.7694472362),36061013200
Mott Haven,40.80623874935177,-73.91609987487574,Ray's Pizza Restaurant,40.80708,-73.91752,Pizza Place,4d308191a62d721ef0089b7d,2,POINT (-73.91752 40.80708),POINT (-73.91909547739999 40.8078894472),36005003900
Dongan Hills,40.58867294819928,-74.0963990531252,Orange Leaf,40.58917595214339,-74.10162693600252,Ice Cream Shop,4fc518b4e4b0500aa5aeb19a,1,POINT (-74.10162693600252 40.58917595214339),POINT (-74.1027135678 40.5885427136),36085018100
Fulton Ferry,40.70328109093014,-73.99550751888415,Luke's Lobster,40.70344127695469,-73.99409104059436,Seafood Restaurant,51a3ab412fc69e7654bc731f,66,POINT (-73.99409104059436 40.70344127695469),POINT (-73.99507537689999 40.7038693467),36061001501
Fulton Ferry,40.70328109093014,-73.99550751888415,Gran Eléctrica,40.70257045188692,-73.99309610288697,Mexican Restaurant,4f69f2b76d86f87117bb13ab,233,POINT (-73.99309610288697 40.70257045188692),POINT (-73.9919095477 40.7016080402),36047002100
Belmont,40.857277100738955,-73.88845196134805,Best Deli & Grocery,40.859550367560246,-73.88717333450916,Deli / Bodega,4f949937e4b0eba952ac93e4,15,POINT (-73.88717333450916 40.85955036756025),POINT (-73.8874371859 40.8598994975),36005039700
Mill Basin,40.61597423962336,-73.91515391550405,Mr. Kam,40.619384,-73.91575999999998,Chinese Restaurant,4d483fd056eab60cab1e4086,0,POINT (-73.91575999999998 40.619384),POINT (-73.91592964819999 40.620201005),36047069602
Belmont,40.857277100738955,-73.88845196134805,Dominick's Restaurant,40.85421506482662,-73.88876521498301,Italian Restaurant,4aa425bef964a5208e4520e3,101,POINT (-73.88876521498301 40.85421506482662),POINT (-73.8874371859 40.8531155779),36005039100
Carnegie Hill,40.782682567125704,-73.95325646837112,Birch Coffee,40.78027488527474,-73.95344462760507,Coffee Shop,599d7c7e61f0700d414c282b,82,POINT (-73.95344462760507 40.78027488527474),POINT (-73.953919598 40.7807537688),36061014802
Carroll Gardens,40.68054023107649,-73.99465372828006,Bklyn Habit,40.67808968531469,-73.99609214717839,Coffee Shop,5ab6635edb1d812e09c3bc11,51,POINT (-73.99609214717839 40.67808968531469),POINT (-73.99507537689999 40.6789949749),36047007700
Long Island City,40.75021734610528,-73.93920223915505,Starbucks,40.74745932309569,-73.94203125198355,Coffee Shop,599089b916ef67066921cadc,24,POINT (-73.94203125198355 40.74745932309569),POINT (-73.9412562814 40.7468341709),36081001900
Soundview,40.821012197914015,-73.86574609554923,Golden City Chinese Restaurant,40.82143531101194,-73.86637130850735,Chinese Restaurant,4cc63e36bde8f04dcbfeb54b,0,POINT (-73.86637130850735 40.82143531101194),POINT (-73.8652763819 40.8214572864),36005004200
Yorkville,40.77592984988488,-73.94711784471826,Sushi Suki,40.77448747879381,-73.94821073470443,Sushi Restaurant,4a9b12eef964a5204e3420e3,19,POINT (-73.94821073470443 40.77448747879381),POINT (-73.9475879397 40.7739698492),36061013600
Roosevelt Island,40.76215960576283,-73.94916769227953,Wholesome Factory,40.761531515789564,-73.95026120934979,Deli / Bodega,518ed8bb498e5714a7f44351,25,POINT (-73.95026120934979 40.76153151578956),POINT (-73.9507537688 40.7604020101),36061023801
Noho,40.72325901885768,-73.98843368023597,The Ludlow Hotel,40.721856700000004,-73.98720390000001,Hotel,536020eb11d2ce653fb711d0,82,POINT (-73.98720390000001 40.7218567),POINT (-73.98874371859999 40.721959799),36061003001
Dongan Hills,40.58867294819928,-74.0963990531252,Bars,40.58887481689453,-74.10147857666016,Bar,4caca5f7ae1eef3b08d73447,0,POINT (-74.10147857666016 40.58887481689453),POINT (-74.1027135678 40.5885427136),36085018100
Midtown,40.754691102706225,-73.98166882730305,Blue Bottle Coffee,40.753027,-73.98414,Coffee Shop,54566365498e4fb5ed4fe987,736,POINT (-73.98414 40.753027),POINT (-73.98241206029999 40.75361809050001),36061008400
Vinegar Hill,40.70332149882874,-73.98111603592393,68 Jay St Bar,40.70305734165779,-73.98673174894171,Bar,40788a80f964a5206df21ee3,59,POINT (-73.98673174894171 40.70305734165779),POINT (-73.98557788939999 40.7038693467),36047002100
Lenox Hill,40.76811265828733,-73.9588596881376,Bagelworks,40.764294021658976,-73.95851808553275,Bagel Shop,4a63578cf964a520cfc41fe3,67,POINT (-73.95851808553275 40.76429402165898),POINT (-73.9570854271 40.7649246231),36061011600
Manhattan Valley,40.797307041702865,-73.96428617740655,Taqueria Y Fonda,40.80145316475932,-73.96500263534533,Mexican Restaurant,4a32f3cef964a520d19a1fe3,124,POINT (-73.96500263534533 40.80145316475932),POINT (-73.9665829146 40.8011055276),36061019500
Long Island City,40.75021734610528,-73.93920223915505,First Stop Bar&Grill,40.750213408846015,-73.93956686305054,Bar,58dbafafe72ef64283d0b7af,4,POINT (-73.93956686305054 40.75021340884602),POINT (-73.93809045229999 40.7490954774),36081001900
Shore Acres,40.60971934079284,-74.0666776606177,Gogo's deli,40.607182,-74.067091,Deli / Bodega,4df4ca15d4c01ff6b2f0bcd7,0,POINT (-74.067091 40.607182),POINT (-74.0678894472 40.6066331658),36085002001
Melrose,40.819754370594936,-73.90942160757436,Pizza Hut,40.816248,-73.910317,Pizza Place,51748ddce4b01c0ba7cc5d01,4,POINT (-73.91031700000001 40.816248),POINT (-73.90959798989999 40.8169346734),36005007500
Flatlands,40.630446043757466,-73.92911302644673,Rite Aid,40.628766799999994,-73.9277292,Pharmacy,4c1ea221eac020a1a30a4ac2,10,POINT (-73.9277292 40.62876679999999),POINT (-73.92859296479999 40.6292462312),36047072800
Clinton,40.75910089146212,-73.99611936309479,La Vela Dining & Bar,40.761156120634936,-73.99813983922871,Italian Restaurant,5633bec0498e430fc8ba8f3c,24,POINT (-73.99813983922871 40.76115612063494),POINT (-73.998241206 40.7604020101),36061011700
Shore Acres,40.60971934079284,-74.0666776606177,Bin 5,40.61327825373488,-74.06545856623809,Italian Restaurant,4e179bdc52b123a586ceea11,19,POINT (-74.06545856623809 40.61327825373488),POINT (-74.0647236181 40.6134170854),36085000600
Manhattanville,40.81693442949779,-73.9573853935188,West Harlem Piers Park,40.818792568120024,-73.96102935944113,Park,4ee678ffa17ceecb16341fc3,34,POINT (-73.96102935944113 40.81879256812002),POINT (-73.9602512563 40.81919597989999),36061021900
Dongan Hills,40.58867294819928,-74.0963990531252,Chase Bank,40.587368,-74.091002,Bank,4bc9f161511f95211696aec7,3,POINT (-74.091002 40.587368),POINT (-74.0900502513 40.586281407),36085007000
Hamilton Heights,40.823604284811935,-73.94968791883366,P&M Pizza,40.826122,-73.946579,Pizza Place,4df94db2a809fe7742217cf6,5,POINT (-73.946579 40.826122),POINT (-73.9475879397 40.8259798995),36061022900
East Flatbush,40.64171776668961,-73.93610256185836,king,40.64143371582031,-73.93680572509766,Chinese Restaurant,4fab21d1e4b0be1a3d54b15c,0,POINT (-73.93680572509766 40.64143371582031),POINT (-73.93809045229999 40.6405527638),36047083400
Tribeca,40.721521967443216,-74.01068328559087,Kaffe 1668,40.72084943226936,-74.01001528573673,Coffee Shop,4f6a28d5e4b085e9a4b3c5e1,164,POINT (-74.01001528573673 40.72084943226936),POINT (-74.0109045226 40.721959799),36061003900
